Address,LP Amount
0x2756f3dc96b8cae209cdefbcd0a02c53cef148d4,29644229547978383360
0xee1c8dbfbf958484c6a4571f5fb7b99b74a54aa7,539817760287260672
0x153e593445adee99423f9624c81c3dae7bb4dd9d,3959910950942496260096
0xe80207675d5ef1a902622fc4a99ab9fb07ce4ee7,240603180377527058432
0x57e1af1b909545a7133f40414ce0156ea5f0a638,874468173851105558528
0xb413a1c0cd909397f5238354bf65d75a05eee3a4,1948833609172653056
0xa2feb304e0cb055406864d5960a18a04e7cf2633,876298064563943768064
0xd4a204024a2954f6ed4763bcaff83102c99d6df9,780942459517946560512
0x6a227c0f740b9a1fdb5dfc49000435046c820d44,798582605989706596352
0x161542a8d797fcd07d2c26511d63dd27cdb79e01,2946124047669456896
0x9c64d891b6d141c736cb9ea71ed9f8ea567a36c3,288839099567941255168
0xd4c1b35a3fe3c7828ba0d3b2715327ad1cada2a7,1010401605454289043456
0x802ec985fd4dfafeee70f228fbc99709f752b73e,777703552956222976
0xfa33b570e6dd21802d5633ec03b22d2ab2956bd4,779881122904500469760
0x72801f86fe159fa88be8f3a14bb1747f593e3dbf,9771616406555836416
0xbd60240987ab9754baf7f2c58b89a6d0ea4f003b,123142495520444792832
0x10c5af029f42579da7cdcaee1ef31aea624f12fe,2863980253570150694912
0xf1715d2db359f6212aac999e171f8597a62aa2f3,164690164155435456
0x2df17455b96dde3618fd6b1c3a9aa06d6ab89347,320230874746680064
0xa5224d7bbe8612b4e2c922434c6fc993ad421de8,71887256653847568384
0xbbbbb8c4364ec2ce52c59d2ed3e56f307e529a94,6093536073751112704
0x6ab643ec38cae722127642fdca4925ecbd9a1401,17667594832452548608
0x0b2b7216a9f40b0bec45ccb9b5a2a4ba50165e9e,386518665819242823680
0x7a4e47a4e99e7d5eb9bb5a619e4475d1dc7b3ab9,1543622609721768280064
0x0f228805c03a693aa964a791e0b2e2c6e6c6513f,626078808490452058112
0x17e743abdf2a34018189dc63f46cac67cfe984ea,64274911288440791040
0xe066da3d20735948ffcd9d584d5918a51a1f9f6c,76324741632480149504
0x6ed730d28f03ff5a4d4ab011c5c1c2ce5503a2db,4574726782095429632
0x226bd43a2f91870f1cc0ff247ddcad09e0f008ab,3220607654595182080
0x3cbd9044aaabef08ce93a68448e093cff405ad76,1308371859679292928
0x377ac2a3ada0952e54f538e51865dfc5fabcaed7,406226588796510011392
0xf18234cddc3290868f510c13db0c48eda820a8df,82345082077717728
0xaf1fbd7bd5d6e9d92606fec998f05bd42c3df4bc,64933671945062531072
0xefd8db062b1eb51a6d905d49d64efaaa353961a5,5654362302669950976
0x9d08673ca342dc781980c61528c91e99fe21db1d,38876028194246967296
0xd1e91541444e577a5cba3fcc0d151c01e74d4d6b,2150121587584852224
0x5dc4160dfc71c12d8f264c1aa723b2e66ab15af5,2031178691250371072
0xd421b58af6e1ddec7d0c0c3acee67eded59fae84,576415574544024192
0x5664010afc718cf8ecfd712574ccbfe83924148f,43578847326241062912
0x6599228bdab6695dce0d51881f205b9aaed31e34,89289517332938604544
0x9edb033a65a077819e07e0ee03188b5b671c303c,5170401956392076312576
0xfd1dfa1a323cc3b66a1fe525c0345eb4799243f8,1557182099903899238400
0x954b53bba4da95537738c6bb7f6fc17e24aa0f54,63072828630816694206464
0x513772b03a3b5774387042905b7b8f489002cc78,731956285135268736
0x95cf5354519a6ad2bd7e53fe7763201dfb24bfe4,93196334004848082944
0xbadaaaf7f5d6cfaa1e69b87e4698442bb0689b67,1221552694808685838336
0x84baea60a28de41ee321dfb27329d0aad9093d2e,18298907128381720
0xdd3bf3a100b594e72265ce19078bec9996d049fa,15416829255661600768
0xf99e95067725272eb50420cc3706e3035d5369ec,77770355295622299648
0xbd486c9bc38bb71ada7113ce3f2c9fa41b98e81a,4730267492686673920
0x853a4dce16c269505dc92b0f3b53ae9e8a80b228,924094809983276800
0x2d53914cf626ffb125a6f9dc87c28aabf867a18c,150874489273507282944
0x2d6132ac75063692536059dd6a49cf5fb3624042,33239964798705393664
0x07c044e8b1c465fa0a886bd8ec56da4439b02d21,884733860750127792128
0xb7f3976521efb72c5f065c79dc619a557f2e24b8,704608568431902195712
0xafa325535d0ffa929708be9dbd968e5e7b180a57,6834641812450572288
0x070415d711f7f4f6043394aeadcc36b104d83a92,100643989206099440
0xf0ee45c02747120c51f03d729554f7190f3b9276,115978473379683352576
0xe447fe906487a6dc582a862a00bd8dae91c86e8b,484921038902115520
0xe061beca18d55805d14af8072dc6396443b4c54f,94934730182044352512
0xb79a6f2d5f138be8f049d6966771b846be350944,74037378241432436736
0xc2dd1bdd6f4acbaa1a69bbd36c8a59aff7b3e063,475771585337924736
0x3c473a87319826e6dc2737abadf8879e7c325661,8966464492907042816
0xfcbc54dd92b27299986bc3fbb7934f53ce3e300d,164150346395148222464
0x3ffa11acc1b21d44ddc39416f072c57e0b6ac957,1665200548682736640
0x90b83c2fb587b00b961f0ee0755b89c803f07945,9149453564190860
0xcb952b58d8939d95736231c89a67640fc8d4b94d,14712321331218900992
0xa07a0d3a5ea0908cf533bebab4ddd4e9073e533a,428624451121649221632
0xfde25e4a3b64a7470e55705a02dc3d2628602773,94111279361267187712
0x6181c44c062d76d08500cca54cb796ac7ecec24f,1654202905498579107840
0x9ecdd939aeb6d74c5f7cb9604d873d7c2766db51,997290438496803840
0xaa8bb14b58e867514f4ad09d9de4b738dc2e5f36,313588371459077505024
0x553d68f907fafcb0a51feab3079cfc5e0b7be4ec,77184790267514093568
0x30faeb58016c7a979585f33d4258ef00b122c614,9149453564190860
0x3214e141bdae08be1f382a885cf3d2a448a5e780,855977128197875826688
0xa96dfd5942c1d8c39f0e08b2bc055f412950e828,12333463404529281024
0x190ad96cd76382dbfce44cf7db915a71f974e1c8,64046174949336024
0x1fc850762b2714bf53df1fd05c4b1ac9eb93de8f,69197317305975463936
0xf7d32344c8e9b0d9cd57fe15bad06c6924b9263e,177453651877481709568
0xc54070da79e7e3e2c95d3a91fe98a42000e65a48,210437431976389760
0xf5d7bb6cb58f746dcb087c0d4129beb249730723,1271225078208678068224
0xdec068b3a229c2b8eea394feaf7b48ee57f7222f,38601544587321237504
0x21fddfd3557f807fb308a97950c613bbe89baa7f,622162842364978432
0x56eeb045258d16f041c8347e30cb783b650edce3,2150121587584852224
0x2c2e7dca11c0cf96e27ba53e196ab79b4c123b0a,1476447321653478948864
0xc0897785fb0c3e6289c350f501b36e7276dee92a,65171557737731497984
0x4167f26312c8fe15bf4b04c0e7e8958734eb6931,97350185922990751744
0x2bd37f67ef2894024d3ee52b20a6cb87d71b2933,292782514054107520
0xd7664c12b16b659a7e743adc28d4747eacbd5523,942393717111658496
0xd367ab4d74f103dba4c09cc19a7aa0c75967b8c3,177892825648562896896
0x22c90bc05ac3275109a3d2b1990491a667930aa2,8334063412003733504000
0x1f63a3753ded20a3765cc69aa02d91a14204c4f0,39717777922152521728
0xaa59d1f056e582c0ef065e0475c7ccd427938d4b,59773380134858883072
0x9df00f107c531981c44db2e73a216b47dab81046,7109125419376297984
0x88d2111ea32f1a81a02332ac65722bc4ff2118c7,823450820777177344
0x29f2b1c3e18da9a71e18b8d21e8628f7d935ade9,181177479478107406336
0xacea3bdd0af0de51a8d2003fe76bf2310fb9c636,265334153361534912
0xa0e49a1b2eacadf5dfba7f9c02df71dc7fd56fb2,311401652057235914752
0xd02364b9ee5f21c5cf4e346c093e8ccde32f57c0,558921819329291157504
0x292fa3225f8f6884e8c3c555143679787fbf9ee8,9149453564190860
0x412a66bdaede5aa901fb125db45c53956a3d835f,104733794949292769280
0xcf79ac2cefb3eb3bfd57b8f3d3c1f0cc26bd7034,125512203993570213888
0x98468c0e9342d4e0ac3e09257251fab192992092,1015589345625185536
0x48f8e4f2ed6f3ad4ba2d41150af2db462721d264,164690164155435456
0xaf4b8d2214a6e486a9e7b142fdc0c14323022b02,732258217102887092224
0xf652049f5ec88515e76bc355562b825716d0d05f,777703552956222976
0x6aab3a5d61c8e2b6b0f1b6701dfd7477b0b13a3f,87615167330691678208
0x57967be4b1778512b34f6dcd4344e30e62887dde,489056591913129869312
0x089da352d9b9c929f2e41bd85769fafc31b67376,40623573825007419392
0xa0db06b78488834c9c8e65f5854200318f2cb179,2195868855405806080
0x6e4efc631bf2d85fa978544813280d2988a5d2ee,686209017314314496
0x57201f406818e73d274824ef71c4207d82fa38d4,349554873419911790592
0x9a08883997cdae37e58c43928fd7dbfbf1624654,4144702464578459648
0x03673e5131103e54b713f537554ae597c3edcf57,823359326241535557632
0xe02cf3ed3705a92d89a0573a60e5e52f0eac52aa,869198088598131584
0x7b3fc8884f69a30bea47013961e06c54fc003ad3,56497875758878564352
0x72dadd09171bd3044898020989c516e8b956cbdb,300257617616051437568
0xa0a377d13d29ce084037b76815c358c16e6a3405,32508008513570123776
0x392c725ffe9f6649e7b485252621302a78184c10,60047863741784604672
0x4e3e23277961b62696e77b2993d2deb6943a1b37,224911867514939703296
0x8deecb109b854aee9dcde0778e77b60d694697c3,12296865590272514048
0x07edcf4925bb219d02dc77a8e61abad3de2c9922,59114619478237151232
0xc7599c9c280c3fdb94b3d0c0cfe9f86e08dbd961,233841734193590009856
0x8c25632048fde94511ba7da5785cbfca179f6b77,37146781470614888448
0x6b6c322888ef96d3dc2d4759450352eb71245900,885072390532002742272
0x357f4da4c20d812d55543433c96c7a154b9a5c53,517721829929739812864
0xd4386a878b76715537b2f030f11a4ac933906daf,18298907128381720
0xee7c077abad180cb3c7c60fb29732bbb19815273,567266120979833280
0x2a724be1b63caec1c3ef95834fdd443c3347ee1d,15480875430610935808
0x3c6d4ff09fac50ca6ec6802d4a04d884ced969ec,35399235839854432256
0xe12d731750e222ec53b001e00d978901b134cfc9,1848189619966553600
0x8e150600934a63336c2d6e75a1b41d96039eb445,933244263547467776
0xd8f89e6437b7d515706dcab8c9a8219eaf4863ce,14660709263663299559424
0x2277525f82513525fa800239524fe462773fd43d,82125495192177164288
0x946911b1ab018978120455d8f05a9a24fd6534bc,45518531481849528320
0x6a4f702fdf49a348ed98a45e0298be8952fdf866,11775346737113634816
0x7c659bab15e8c8bed74f1b9c1c2cadee39884f19,15837704119614375936
0x4d9d6d039b58cbda951d052794f2e64ddd99e6ae,23203014238788018176
0x9d6075203fbc27847afe0edd4c1cf1a93de5196c,6953584708785052672
0x5bf64c6bbe1a0f3342b499c7f26b3fa3ead0cb0d,3309119468375164583936
0xa5aa5f4d5f30e76bd2c6a7561fcdc77a740d436a,3330401097365473280
0x773b573a68318eb5506016981452b249ebcd4443,10491769896593300389888
0x2bf36220c20110b4cc2287d5ead8276e867d36b9,46323683395498319872
0x45ba8f9d1c9a68b47ed73248f307fc30ce6af89a,27448360692572576
0xb2812370f17465ae096ced55679428786734a678,993978336306566660096
0x6b1323272059b2dbbfe5ffb79fd8b5fb561a216b,4336840989426467328
0x5a8e9fa98e02c96eac01ec44df16ab0aa16c3e91,33669989116222357504
0x33e7b2c5fed39d2dbb3e8c8e4c07df81b65d015b,9314143728346294272
0x82e3252313bedeedb03e1add530dda936d38ade8,316232563539128680448
0xeed1a716e101d3a2bf1728ec421a8b4227f3b653,13138615318178072576
0x7efdec1d3fa35a11906928c5b4416c5c8ebb8ff6,13989514499647823872
0xdcd1d1d4ab3f82abad68b1bde4b69c1b051cacd4,1363268581064438016
0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,228736339104771488
0xfe916249feb19b2099c9e16266b24a23e9c44ed3,1035443659859479625728
0x2c9ce0894515c31c557ffbeb987c2b2018b304ad,393426503260206976
0xbb103a0e7abe338de3b5222eb6dfe8e50f17d376,2496373508268090720256
0x93893f7e609888801ea67a586fc40fdb06f8b700,430609882545078599680
0xa3cc3893b0d952c312afbd42d48d5b3b1ac177ff,933244263547467776
0xa4a1ffc4b4fb9f215136bf95753676e7899a141f,15636416141202180096
0xd4edb2c764a0864772c6a42c41cbd3239c7b5d2b,5544568859899660288
0x678edfa56dc0d299f6ed58f0f095b14d2587ae86,41181690492423053312
0x572ffc9f8d8ea42c811b84cdb5d1d14bc4699c9f,88905240283242577920
0x13846a5e1bfba1d979cebd971cbab2a328fc38a4,3083365851132320256
0xec744c6a3e07993264f40f1b0a1d6c99bbae9c8c,3248056015287754752
0x5ca7aed8f72328fd52f1ec6d4958f201ef589e2f,262982743795537870848
0x5548e0342dd2618b0378baf49653819e9b184e75,384277049696016064
0xffbc10d5520d549f36dd6f4774710e121d9ea1d1,138989349093623332864
0xf5908c56fb645ed954bd26c784f4a1439ebf4db8,1207242949434291257344
0xec48d396c9ea9a0ee7835cf80c772623ca53586f,388842627024547348480
0xefd4995118b757967e8b09075443b341d757817d,62737803089656717312
0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c,15682163409023133696
0x3021338c74f10cef1ece6404ac1498c2559f7a5c,961461178339432202240
0xf89304138b35ce427e65f344c50c82f6609896e9,66498228504539168768
0x35fcb4870a6489b9e367ded027e9e99a10397619,2287363391047714816
0x46dff191646ba20453c6f6d9c7ff60431c17f07b,777703552956222976
0xe07bbdb8c548d9b943c4b211360655a4439c944b,311081421182489216
0x1c15e05408bec7332ad6fa4815b2a24cf31f600b,173025316352413368320
0x9bc5857b5ac75ffaec493eaa5a55c889ca6ba0fc,63231873582123032576
0x1abee6879bd08cc164c1ebd44fd71399f1529205,581109244222454104064
0x454669250a5d35f96f19e0e429129e45aae45b54,9433086624680775680
0xfa003fcb52d3a91082437ddd69297a3adf94893f,4748566399815056384
0x0a54b099a1bd6f2f62902921fd7f41e0185811db,21931240193365491712
0xf0503652ee03a3d5b21056251b588107ccb46fc8,136153018488724176896
0x8fda1ead2709923c058217b441ef5a5bf09f4022,311081421182489216
0xbe19a2f7f7491e95d6f4f3d6051535d8f81d7501,2808882244206593536
0x4216c6b468724e72b4791c6483a5eb5d29e75deb,1597265855968619266048
0x4b83579f001fc572c0738bae98559f2dd0fe25d4,111339700422638567424
0x67dc4300d955c42721b41034dbe238e0a714ec9e,62893343800247967744
0x052463c5b558f273b69f5d831603a815ae4eea41,311081421182489216
0x7a7c79a4abcb4e6dbc1b6c83124b8541bd85bb28,109958132934445760512
0x866b0a8c18167e41307dae5cabf864a90fe43f02,805023821298896994304
0x9540f81a34a56e8a84a8acda49615dcc357a7593,152667782172088696832
0x5cd53e829c4d8c9389e266794bfa71e108b246b7,41209138853115633664
0x6922941256d84a75bbc951dcfe9b053201e93360,1674066369186437267456
0xb6e4af9027c7e084ef45e820da3139015a33df0e,439731887748576903168
0x9030d5c596d636eefc8f0ad7b2788ae7e9ef3d46,45747267820954296
0x63712c2f30f48ff20beb3837578071b70cea9f07,139080843629265256448
0xdca81888531bd3a3219d978538bd951efb50dce0,30806210150630625280
0x8c0026f3045f6441c5ea9f8789d90ac46492d9c4,81091606939423588352
0xead52185079e4da6891a0df01a6bdde75165228d,1033888252753566976
